id,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A19,A20,A21,A22,A24,A25,A26,A27,A28,B1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,target
sample_420,5,3,0,0,44,0,45,1,45,1,46,1,3,1,1,1,44,1,45,5,0,3,1,45,2,7,1,0,1,0,0,0,0.891
sample_421,26,11,0,0,31,0,28,2,28,0,29,3,3,0,1,0,16,1,26,0,0,3,1,11,6,39,1,0,1,0,0,0,0.913
sample_422,32,3,0,0,3,0,3,2,3,0,3,3,3,0,1,0,32,1,33,0,1,2,1,14,2,31,1,0,1,0,0,0,0.902
sample_423,13,3,0,0,16,0,16,2,16,0,16,3,3,0,1,0,14,1,1,4,0,20,1,5,2,19,1,0,1,0,0,0,0.891
sample_424,38,3,0,0,24,0,24,2,24,2,25,2,3,1,1,1,40,1,20,5,0,2,1,6,2,51,1,0,1,0,0,0,0.885
sample_425,3,11,0,0,3,0,3,1,3,1,3,3,3,1,1,1,32,1,33,6,0,3,1,3,2,44,1,4,2,0,0,0,0.902
sample_427,26,3,0,0,31,0,0,2,0,0,0,3,3,0,1,0,9,1,9,0,0,2,1,31,2,11,1,2,1,0,0,0,0.902
sample_429,8,3,0,0,13,0,13,2,13,1,13,2,3,1,1,1,18,1,15,2,0,3,1,2,0,5,1,0,0,0,0,0,0.891
sample_43,31,3,0,0,37,0,36,2,36,1,37,2,0,0,0,0,16,0,26,0,0,2,0,3,0,17,0,0,0,0,0,0,0.902
sample_430,26,4,0,0,31,0,28,2,28,0,29,3,3,0,1,0,16,1,26,0,0,3,1,11,2,39,1,0,1,0,0,0,0.902
sample_431,37,11,0,0,39,0,39,2,39,0,40,7,3,0,1,0,36,2,50,4,0,3,1,24,2,38,1,2,0,0,0,0,0.891
sample_432,29,3,0,0,35,0,34,2,34,0,35,3,3,0,1,0,3,1,3,0,0,1,1,14,2,13,1,2,1,0,0,0,0.902
sample_433,2,3,0,0,44,0,45,2,45,0,46,3,3,3,1,0,17,1,2,0,0,3,0,0,2,0,1,0,0,0,0,0,0.891
sample_434,35,3,0,0,43,0,44,2,44,0,45,3,3,0,1,0,15,1,6,0,0,2,1,21,2,25,6,0,1,0,0,0,0.891
sample_436,28,11,0,0,29,0,29,1,29,1,30,1,3,1,1,1,42,1,42,0,0,2,1,48,2,38,6,0,0,0,0,0,0.879
sample_438,33,3,0,0,16,0,16,2,16,1,16,0,3,0,1,0,14,1,1,0,0,3,1,1,2,1,1,3,1,0,0,0,0.879
sample_44,46,15,0,0,3,0,3,2,3,2,3,1,0,3,1,1,54,0,52,0,0,2,0,40,0,24,0,0,0,0,0,0,0.902
sample_440,9,3,0,0,33,0,32,2,32,0,33,3,3,0,11,0,61,1,57,0,0,1,1,32,2,20,1,0,1,0,0,0,0.879
sample_442,7,3,0,0,15,0,15,2,15,0,15,3,3,0,12,0,13,1,13,0,0,3,0,13,2,45,1,0,1,0,0,0,0.879
sample_445,14,7,0,0,17,0,17,2,17,1,17,0,1,0,1,0,12,0,12,4,10,2,1,50,2,8,1,0,0,0,0,0,0.913
sample_446,22,3,0,0,23,0,23,1,23,1,24,0,1,0,1,0,42,0,42,0,0,1,9,4,4,34,24,0,0,0,0,1,0.913
sample_448,34,2,0,0,40,0,40,1,40,1,41,0,1,0,1,0,9,0,4,4,1,2,0,15,0,6,4,0,0,0,0,0,0.902
sample_449,19,6,0,0,22,0,22,3,22,1,23,2,1,0,1,0,21,0,18,0,0,2,1,7,2,3,1,0,0,0,0,0,0.902
sample_45,35,12,0,0,38,0,37,2,37,0,38,2,0,0,1,0,20,0,17,0,0,15,1,24,0,38,0,0,0,0,0,0,0.902
sample_452,10,9,0,0,10,0,10,0,10,1,10,0,1,0,1,0,44,0,45,4,0,2,0,0,0,10,0,0,0,0,0,11,0.89
sample_455,35,13,0,0,27,0,27,2,27,1,28,0,1,0,1,0,39,0,24,0,0,2,0,16,0,8,3,0,0,0,0,0,0.891
sample_456,54,14,0,0,36,0,35,1,35,1,36,4,1,1,1,1,45,0,37,4,0,2,0,28,0,6,0,0,0,0,0,0,0.902
sample_457,20,5,0,0,44,0,45,2,45,0,46,0,1,0,1,0,44,0,45,0,1,1,1,1,2,10,1,0,0,0,0,0,0.902
sample_461,34,3,0,0,36,0,35,1,35,1,36,0,1,0,1,0,35,0,36,0,0,1,1,4,0,4,0,0,0,0,0,0,0.902
sample_463,11,25,0,0,11,0,11,1,11,3,11,1,1,1,1,0,12,0,12,12,0,1,0,9,0,39,1,0,0,0,0,0,0.902
sample_464,7,2,0,0,7,0,7,2,7,1,7,0,1,0,0,0,22,0,19,0,0,1,1,17,0,7,1,0,0,0,0,0,0.891
sample_465,1,3,0,0,46,0,47,2,47,1,48,0,1,0,1,0,1,0,44,0,0,20,1,21,0,24,0,0,0,0,0,2,0.947
sample_467,1,6,0,0,81,0,80,2,80,1,81,2,1,0,1,1,28,0,27,4,1,1,0,5,0,10,0,0,0,0,0,0,0.891
sample_469,15,3,0,0,18,0,18,2,18,1,18,0,1,0,1,1,19,0,16,0,0,1,2,29,0,7,0,0,0,0,0,0,0.902
sample_47,20,3,0,0,44,0,45,2,45,1,46,1,0,0,0,0,28,0,27,0,0,2,0,30,0,39,0,0,0,0,0,2,0.935
sample_470,18,10,0,0,13,0,13,1,13,1,13,1,1,0,1,1,49,0,40,4,0,2,1,25,2,24,0,0,0,0,0,0,0.902
sample_471,23,10,0,0,24,0,24,3,24,4,25,4,1,0,9,1,40,6,10,4,0,1,1,35,4,34,1,0,0,0,0,0,0.902
sample_472,19,25,0,0,20,0,20,1,20,2,21,1,1,0,1,0,48,0,18,0,0,1,1,1,2,10,1,0,0,0,0,0,0.902
sample_473,17,3,0,0,6,0,6,2,6,0,6,0,1,0,1,0,6,0,6,0,0,1,0,19,0,6,3,0,0,0,0,0,0.902
sample_475,8,9,0,0,8,0,8,2,8,0,8,0,1,0,1,1,8,0,8,0,0,2,0,18,2,26,1,0,0,0,0,0,0.891
sample_477,3,3,0,0,25,0,25,2,25,0,26,0,1,0,0,0,24,0,21,0,0,1,1,1,2,1,0,0,0,0,0,0,0.902
sample_478,8,6,0,0,8,0,8,1,8,8,8,0,1,0,0,0,8,0,8,0,0,2,0,15,0,16,0,0,0,0,0,0,0.902
sample_481,26,3,0,0,0,0,0,1,0,2,0,0,1,0,2,0,9,0,9,0,11,2,1,48,2,42,0,0,0,0,0,0,0.902
sample_483,6,23,0,0,11,0,11,2,11,1,11,2,1,0,1,1,12,0,12,0,0,1,1,15,2,16,1,0,0,0,0,0,0.902
sample_484,15,3,0,0,18,0,18,2,18,0,18,0,1,0,1,0,19,0,16,0,0,1,0,7,2,33,1,0,0,0,0,0,0.902
sample_485,1,5,0,0,46,0,47,1,47,1,48,0,1,0,0,1,1,0,44,0,0,2,1,16,2,24,0,0,0,0,0,0,0.902
sample_487,3,6,0,0,25,0,25,2,25,1,26,1,1,3,1,0,24,0,21,0,0,2,1,1,2,10,1,0,0,0,0,0,0.891
sample_489,34,23,0,0,40,0,40,1,40,1,41,0,1,0,2,1,45,0,36,0,0,2,0,7,0,7,0,0,0,0,0,2,0.935
sample_491,26,1,0,0,31,0,28,1,28,1,29,1,0,0,1,1,27,0,28,4,0,12,0,31,2,6,6,4,2,0,0,2,0.935
sample_493,33,3,0,0,8,0,13,2,13,0,13,0,0,0,1,0,49,0,40,0,0,0,0,11,2,30,1,0,1,0,0,2,0.947
sample_494,28,3,0,0,29,0,29,2,29,0,30,0,0,0,1,0,22,0,19,0,0,14,1,15,2,18,1,0,0,0,0,0,0.902
sample_495,27,14,0,0,27,0,27,1,27,1,28,0,0,0,1,0,39,0,24,0,0,11,1,44,2,40,1,0,0,0,0,2,0.947
sample_496,23,10,0,0,27,0,24,0,24,1,25,0,0,0,1,1,23,0,20,0,0,13,1,40,2,8,1,0,1,0,0,2,0.935
sample_497,7,12,0,0,12,0,12,2,12,2,12,4,0,0,1,1,13,0,13,0,0,14,0,28,2,6,1,4,2,0,0,0,0.891
sample_498,8,3,0,0,8,0,8,4,8,0,8,0,0,0,1,0,8,0,8,0,0,13,1,45,2,9,1,0,0,0,0,2,0.947
sample_499,4,3,0,0,4,0,4,1,4,1,4,0,0,0,0,0,4,0,4,0,0,0,1,9,2,39,1,0,2,0,0,2,0.947
sample_50,14,4,0,0,17,0,17,4,17,5,17,3,0,0,1,0,62,0,58,5,12,14,1,32,18,49,9,0,0,0,0,0,0.902
sample_500,15,12,0,0,18,0,18,1,18,1,18,1,0,0,1,1,19,0,16,0,0,12,0,11,2,30,6,0,1,0,0,0,0.902
sample_501,11,2,0,0,26,0,26,1,26,1,27,0,0,0,1,0,25,0,23,0,0,13,0,10,2,1,1,4,2,0,0,0,0.902
sample_503,7,3,0,0,12,0,12,2,12,0,12,0,0,0,1,0,13,0,13,0,0,13,1,28,2,6,1,0,0,0,0,2,0.947
sample_505,21,14,0,0,32,0,22,1,22,1,23,0,0,0,1,1,21,0,18,0,0,14,0,3,2,44,6,4,2,0,0,2,0.947
sample_506,42,3,0,0,40,0,40,1,40,1,41,0,0,0,1,0,45,0,37,0,0,12,0,17,2,33,6,0,1,0,0,2,0.947
sample_508,17,12,0,0,6,0,6,1,6,4,6,1,0,0,1,1,20,0,17,0,0,14,1,28,2,22,1,0,0,0,0,2,0.947
sample_509,15,3,0,0,18,0,18,2,18,0,18,0,0,0,1,0,19,0,16,0,0,13,1,0,2,10,1,0,0,0,0,2,0.947
sample_51,34,4,0,0,40,0,40,7,40,3,41,7,0,0,1,0,63,0,59,2,12,14,1,22,17,18,1,4,0,0,0,0,0.902
sample_510,35,15,0,0,38,0,37,1,37,1,38,2,0,1,1,0,29,0,29,0,0,13,0,30,2,11,1,0,6,0,0,2,0.935
sample_511,26,3,0,0,0,0,0,2,0,2,0,2,0,0,1,1,9,0,9,0,0,14,0,13,2,13,6,2,2,0,0,2,0.947
sample_514,15,7,0,0,18,0,18,1,18,1,18,0,0,0,1,0,19,0,16,0,0,13,0,10,2,10,1,0,0,0,0,2,0.935
sample_515,2,2,0,0,5,0,5,1,5,2,5,4,0,0,1,0,26,0,25,0,0,14,1,30,2,22,1,0,0,0,0,2,0.923
sample_516,26,12,0,0,31,0,28,2,28,2,29,4,0,0,1,0,9,0,9,0,0,13,0,3,2,12,1,0,0,0,0,2,0.923
sample_52,32,18,0,0,15,0,15,0,15,0,15,0,0,0,1,0,64,0,60,4,12,14,1,14,18,45,9,0,0,0,0,0,0.902
sample_521,5,3,0,0,44,0,45,1,45,2,46,0,0,0,1,0,44,0,45,0,0,13,0,5,2,5,1,0,0,0,0,2,0.947
sample_524,29,11,0,0,15,0,15,2,15,2,15,2,0,0,1,1,3,0,3,0,0,13,1,2,2,10,1,0,0,0,0,2,0.935
sample_525,8,3,0,0,8,0,8,2,8,0,8,0,0,1,1,0,15,0,14,0,0,13,0,22,2,6,1,0,0,0,0,2,0.918
sample_526,15,3,0,0,18,0,18,1,18,1,18,0,0,0,1,0,19,0,16,0,0,13,0,17,2,0,6,0,0,0,0,2,0.935
sample_528,17,12,0,0,6,0,6,1,6,2,6,4,0,0,1,1,20,0,17,0,0,13,1,4,2,13,1,0,0,0,0,2,0.935
sample_529,15,3,0,0,18,0,18,2,18,0,18,0,0,0,1,0,32,0,33,0,0,12,1,1,2,35,1,0,0,0,0,2,0.918
sample_532,16,12,0,0,19,0,19,1,19,2,20,4,0,0,1,0,11,0,11,0,0,13,1,21,2,20,1,0,0,0,0,0,0.902
sample_534,32,14,0,0,35,0,34,1,34,1,35,0,0,0,1,0,32,0,53,0,0,13,0,1,17,10,1,0,0,0,0,0,0.891
sample_535,8,7,0,0,8,0,8,3,8,0,8,0,0,0,1,1,31,0,31,0,0,14,2,31,2,6,1,0,0,0,0,2,0.902
sample_536,26,12,0,0,31,0,28,2,28,0,29,0,0,0,1,0,35,0,36,0,0,13,0,34,2,9,1,0,0,0,0,0,0.879
sample_538,17,14,0,0,6,0,6,1,6,1,6,0,0,0,1,0,20,0,17,0,0,13,0,33,2,31,1,0,0,0,0,0,0.902
sample_541,34,3,0,0,36,0,35,1,35,1,36,0,0,0,1,0,35,0,36,0,2,13,8,7,2,3,6,0,0,0,0,2,0.923
sample_542,16,3,0,0,19,0,19,2,19,2,20,4,0,0,1,1,11,0,11,0,0,13,0,16,2,8,1,4,2,0,0,2,0.923
sample_543,9,7,0,0,34,0,33,2,33,2,34,4,0,0,1,0,30,0,30,0,0,13,0,4,2,4,1,0,0,0,0,2,0.947
sample_544,7,3,0,0,12,0,12,2,12,0,12,0,0,0,1,0,3,0,3,0,0,14,0,26,2,35,1,0,0,0,0,2,0.947
sample_545,33,3,0,0,13,0,13,1,13,1,13,0,0,0,1,0,49,0,40,0,0,13,0,11,2,30,1,0,0,0,0,2,0.967
sample_546,37,12,0,0,69,0,69,1,69,2,70,4,0,0,1,1,36,0,50,0,0,13,0,7,2,3,1,0,0,0,0,2,0.945
sample_548,14,3,0,0,37,0,36,2,36,1,37,2,0,0,1,0,34,0,35,0,0,13,1,48,2,29,1,0,0,0,0,7,0.967
sample_549,29,7,0,0,15,0,15,1,15,1,15,0,0,0,1,0,3,0,3,0,0,14,0,1,2,10,1,0,0,0,0,7,0.98
sample_550,33,3,0,0,13,0,13,2,13,2,13,4,0,0,1,1,31,0,31,0,0,14,0,15,2,6,1,0,0,0,0,2,0.947
sample_551,34,7,0,0,36,0,35,2,35,1,36,2,0,0,1,0,36,0,50,0,0,13,1,17,2,3,1,0,0,0,0,7,0.961
sample_552,20,3,0,0,21,0,21,2,21,1,22,2,0,0,1,0,11,0,11,0,0,13,8,32,2,51,6,0,0,0,0,7,0.98
sample_553,11,16,0,0,26,0,26,1,26,1,27,4,0,0,1,1,25,0,23,0,0,13,0,4,2,4,6,0,0,0,0,7,0.967
sample_555,17,1,0,0,11,1,11,0,11,0,11,0,1,1,1,0,20,1,12,1,0,0,1,8,1,8,1,0,0,1,1,2,0.947
sample_556,34,1,0,0,41,2,41,4,41,3,42,3,1,1,1,0,35,3,34,1,0,0,1,36,1,6,1,0,0,1,1,0,0.902
sample_557,20,1,0,0,10,0,10,0,10,0,10,0,1,1,1,0,28,1,38,1,0,0,1,10,1,9,1,0,0,1,1,0,0.913
sample_560,20,1,0,0,10,1,10,0,10,0,10,0,1,1,1,0,11,1,38,1,0,0,1,10,1,9,1,0,0,1,1,0,0.902
sample_561,17,1,0,0,11,1,11,0,11,0,11,0,1,1,1,0,20,1,12,1,0,0,1,8,1,8,1,0,0,1,1,2,0.959
sample_562,34,1,0,0,41,2,41,0,41,0,42,0,1,1,1,0,35,3,34,1,0,0,1,36,1,6,1,0,0,1,1,0,0.902
sample_563,20,1,0,0,10,1,10,0,10,0,10,0,1,1,1,0,11,1,38,1,0,0,1,10,1,9,1,0,0,1,1,0,0.902
sample_567,17,1,0,0,11,1,11,0,11,0,11,0,1,1,1,0,20,1,12,1,0,0,1,8,1,8,1,0,0,1,1,2,0.959
sample_568,34,1,0,0,41,2,41,0,41,0,42,0,1,1,1,0,35,3,34,1,0,0,1,36,1,6,1,0,0,1,1,0,0.902
sample_57,3,18,0,0,3,0,3,4,3,3,3,0,0,0,1,0,65,0,61,4,12,14,1,12,6,44,1,0,0,0,0,0,0.902
sample_570,17,2,0,0,11,1,11,0,11,0,11,0,1,1,1,0,20,1,12,5,0,0,1,8,1,8,1,0,0,1,1,2,0.947
sample_571,34,1,0,0,41,1,41,0,41,0,42,0,1,1,1,0,35,1,34,1,0,0,1,36,1,6,1,0,0,1,1,0,0.902
sample_572,20,1,0,0,10,1,10,0,10,0,10,0,1,1,1,0,11,1,38,10,0,0,1,10,1,9,1,0,0,1,1,0,0.902
sample_574,34,1,0,0,41,1,41,0,41,0,42,0,1,1,1,0,35,1,34,1,0,0,1,36,1,6,1,0,0,1,1,0,0.891
sample_577,34,1,0,0,41,1,41,0,41,0,42,0,1,1,1,0,35,1,34,1,0,0,1,36,1,6,1,0,0,1,1,0,0.902
sample_578,20,1,0,0,10,1,10,0,10,0,10,0,1,1,1,0,11,1,38,1,0,0,1,10,1,9,1,0,0,1,1,0,0.902
sample_58,10,18,0,0,10,0,10,7,10,0,10,3,0,0,1,0,66,0,62,5,12,14,1,10,11,0,1,0,0,0,0,0,0.902
sample_581,20,1,0,0,10,1,10,0,10,0,10,1,1,1,1,0,11,1,38,10,0,0,1,10,1,9,1,0,0,1,1,0,0.902
sample_582,58,4,0,0,23,1,23,2,23,0,24,0,1,1,1,0,0,11,0,0,0,12,1,48,2,38,1,2,6,0,1,2,0.935
sample_584,10,12,0,0,10,1,10,0,10,3,10,6,1,1,1,0,11,11,11,4,0,4,1,0,4,33,9,2,1,0,0,2,0.947
sample_585,12,11,0,0,43,1,44,0,44,0,45,0,1,1,1,0,31,11,31,4,0,13,1,40,2,37,1,0,0,0,0,2,0.935
sample_586,17,4,0,0,52,1,53,4,53,1,54,7,1,1,1,0,15,11,14,4,0,13,1,21,12,49,12,0,1,0,0,2,0.959
sample_587,4,11,0,0,0,0,0,2,0,4,0,10,1,1,1,0,27,12,28,2,0,13,1,19,7,16,1,2,1,0,0,2,0.947
sample_589,24,4,0,0,2,0,2,2,2,0,2,3,1,1,1,0,5,1,5,2,0,13,1,7,12,3,12,0,1,0,0,0,0.902
sample_590,35,3,0,0,6,0,6,2,6,0,6,3,1,1,1,0,6,1,6,2,0,12,1,21,2,25,1,2,1,0,0,0,0.902
sample_591,0,11,0,0,31,1,28,0,28,3,29,7,1,1,1,0,16,11,26,0,0,12,1,11,2,22,1,2,1,0,0,0,0.891
sample_592,59,11,0,0,25,1,25,2,25,1,26,0,1,1,1,0,58,1,63,2,3,14,1,27,2,44,1,2,1,0,0,2,0.935
sample_593,16,11,0,0,32,1,31,0,31,4,32,4,1,1,1,0,67,13,64,2,0,13,1,51,6,27,0,2,0,0,0,2,0.923
sample_594,55,11,0,0,81,0,80,1,80,1,81,2,1,1,1,0,68,1,65,2,3,13,1,26,6,1,0,0,1,0,0,0,0.902
sample_595,9,12,0,0,83,0,82,2,82,1,83,0,1,1,1,0,69,1,66,2,0,12,1,52,6,52,0,11,1,0,0,0,0.902
sample_596,54,12,0,0,69,0,69,2,69,1,70,0,1,1,1,0,33,1,34,2,0,13,1,36,12,6,0,2,1,0,0,0,0.891
sample_599,0,11,0,0,0,0,0,0,0,0,0,0,1,1,1,0,27,1,9,5,0,13,1,31,1,18,1,0,0,0,0,0,0.902
sample_60,23,18,0,0,9,0,9,0,9,3,9,7,0,0,1,0,70,0,67,10,12,14,1,9,6,51,1,0,0,0,0,0,0.902
sample_600,16,15,0,0,2,0,2,2,2,1,2,0,1,1,1,0,5,1,5,2,0,13,0,34,12,33,0,0,1,0,0,0,0.902
sample_601,60,15,0,0,26,0,26,2,26,0,27,3,1,1,1,0,12,1,12,2,0,4,1,8,2,20,1,2,1,0,0,0,0.902
sample_602,15,11,0,0,7,1,7,2,7,0,7,7,1,1,1,3,19,11,16,4,0,13,2,13,6,21,1,4,2,0,0,0,0.902
sample_604,31,15,0,0,33,0,32,2,32,1,33,2,1,1,1,0,34,11,35,4,0,12,1,53,2,41,1,0,0,0,0,0,0.902
sample_605,46,15,0,0,3,0,3,2,3,1,3,2,1,1,1,0,32,11,33,4,0,12,1,3,2,45,1,2,1,0,0,0,0.902
sample_606,8,18,0,0,8,0,8,1,37,1,38,3,1,1,1,0,71,3,68,2,0,17,10,18,1,26,1,2,1,1,1,0,0.891
sample_607,26,18,0,0,31,0,28,0,28,0,29,2,1,1,1,0,27,1,9,5,0,17,1,54,3,53,1,2,1,1,1,0,0.902
sample_608,3,4,0,0,25,0,25,1,25,2,26,2,1,1,1,0,43,14,43,2,0,17,1,12,6,29,1,2,1,1,1,0,0.891
sample_609,8,3,0,0,8,0,8,2,8,1,8,0,1,1,1,0,49,11,40,6,0,17,1,20,6,10,1,2,1,7,1,2,0.923
sample_61,22,18,0,0,39,0,39,6,39,5,40,0,0,0,1,0,72,0,69,5,12,14,1,35,6,38,1,0,0,0,0,0,0.902
sample_612,8,17,0,0,27,0,27,2,27,0,28,2,1,1,1,0,39,1,31,6,0,17,1,25,7,25,1,2,1,1,1,0,0.891
sample_613,26,17,0,0,31,0,28,2,28,1,29,2,1,1,1,0,16,11,26,5,0,17,1,11,2,39,1,2,1,1,1,0,0.902
sample_614,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,2,18,1,26,1,0,0,1,1,2,0.983
sample_615,26,1,0,0,0,2,0,0,0,3,0,2,1,1,1,0,27,2,9,5,0,0,1,31,8,30,1,0,0,1,1,0,0.936
sample_617,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.983
sample_618,26,1,0,0,0,1,0,2,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.936
sample_621,26,1,0,0,0,2,0,2,0,3,0,2,1,1,1,0,27,3,9,6,0,0,9,31,8,30,1,0,0,1,1,0,0.947
sample_623,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.983
sample_624,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,1,9,1,0,0,1,31,5,30,1,0,0,1,1,0,0.925
sample_625,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.925
sample_626,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.983
sample_627,26,1,0,0,0,1,0,2,0,1,0,2,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_628,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,2,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.936
sample_629,8,2,0,0,27,1,27,2,27,0,28,3,1,1,1,0,8,1,24,3,0,0,1,18,3,26,1,0,0,1,1,2,0.971
sample_63,1,18,0,0,81,0,80,0,80,0,81,0,0,0,1,0,73,0,70,5,12,14,1,26,11,19,1,0,0,0,0,0,0.902
sample_631,8,2,0,0,27,1,27,2,27,0,28,3,1,1,1,0,8,1,24,1,0,0,1,18,3,26,1,0,0,1,1,2,0.971
sample_632,26,1,0,0,0,2,0,0,0,3,0,2,1,1,1,0,27,3,9,6,0,0,1,31,8,30,1,0,0,1,1,0,0.925
sample_634,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.983
sample_636,3,14,0,0,22,2,22,0,22,0,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.925
sample_637,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.971
sample_638,26,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_639,3,1,0,0,22,2,22,0,22,0,23,0,1,0,1,0,24,2,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.936
sample_64,17,18,0,0,52,0,53,4,53,3,54,3,0,0,1,0,74,0,71,5,12,14,1,21,6,32,1,0,0,0,0,0,0.902
sample_640,8,2,0,0,27,1,27,2,27,0,28,3,1,1,1,0,8,1,24,3,0,0,1,18,5,26,1,0,0,1,1,2,0.971
sample_641,26,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.936
sample_642,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.913
sample_643,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,7,1,2,0.983
sample_644,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,2,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_645,3,1,0,0,22,1,22,0,22,0,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.925
sample_646,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.983
sample_647,26,1,0,0,0,1,0,2,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.936
sample_648,3,1,0,0,22,2,22,4,22,3,23,0,1,1,1,0,24,2,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.925
sample_65,26,18,0,0,28,0,38,7,38,5,39,7,0,0,1,0,75,0,72,5,12,14,1,11,6,28,1,0,0,0,0,0,0.902
sample_650,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.947
sample_651,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.925
sample_653,26,1,0,0,0,2,0,0,0,3,0,2,1,1,1,0,27,2,9,6,0,0,1,31,7,30,1,0,0,1,1,0,0.936
sample_654,3,1,0,0,22,2,22,0,22,3,23,7,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.925
sample_657,3,2,0,0,22,1,22,2,22,0,23,3,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.936
sample_658,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.971
sample_66,15,18,0,0,29,0,29,7,29,3,30,3,0,0,1,0,76,0,73,6,12,14,1,4,18,42,1,0,0,0,0,0,0.902
sample_660,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.947
sample_661,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,2,0,1,1,2,0.983
sample_662,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,2,9,3,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_663,3,2,0,0,22,1,22,2,22,1,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.925
sample_664,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.983
sample_665,26,1,0,0,0,1,0,2,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_669,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.935
sample_670,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.983
sample_671,26,1,0,0,0,1,0,0,0,3,0,3,1,1,1,0,27,2,9,4,0,0,1,31,9,30,1,0,0,1,1,0,0.925
sample_672,3,14,0,0,22,2,22,0,22,0,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.925
sample_673,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.983
sample_674,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.936
sample_676,3,14,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,5,12,1,0,0,1,1,0,0.936
